Provider,ClaimCount,total_reimbursed,mean_claim_amount,max_claim_amount,InpatientReimbursement,OutpatientReimbursement,Inp_Outp_Reimbursement_Ratio,AvgAge,PercDeceased,Avg_ChronicCond_Alzheimer,Avg_ChronicCond_Heartfailure,Avg_ChronicCond_KidneyDisease,Avg_ChronicCond_Cancer,Avg_ChronicCond_ObstrPulmonary,Avg_ChronicCond_Depression,Avg_ChronicCond_Diabetes,Avg_ChronicCond_IschemicHeart,Avg_ChronicCond_Osteoporasis,Avg_ChronicCond_rheumatoidarthritis,Avg_ChronicCond_stroke,UniqueDiagnosisCodeCount,UniqueProcedureCodeCount,TotalClaimCount,AvgMonthlyClaimCount,MaxMonthlyClaimCount,TotalReimbursementOverall,AvgMonthlyReimbursement,MaxMonthlyReimbursement,UniqueAttendingPhysicians,UniqueOperatingPhysicians,UniqueOtherPhysicians,UniqueStates,UniqueCounties,PotentialFraud
PRV51570,1.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,No
PRV51571,21.0,4620.0,220.0,1700.0,0.0,4620.0,0.0,71.0,0.0,1.4761904761904765,1.3333333333333333,1.6666666666666667,1.7142857142857142,1.5714285714285714,1.5238095238095235,1.238095238095238,1.2857142857142858,1.6666666666666667,1.8571428571428568,1.9047619047619049,43.0,0.0,21.0,2.1,5.0,4620.0,462.0,1700.0,2.0,0.0,2.0,1.0,3.0,No
PRV51572,4.0,5710.0,1427.5,5000.0,5000.0,710.0,7.042253521126761,74.75,0.0,1.25,1.5,1.25,2.0,1.5,1.75,1.25,1.25,1.75,2.0,1.25,16.0,1.0,4.0,1.0,1.0,5710.0,1427.5,5000.0,3.0,1.0,2.0,1.0,2.0,No
PRV51573,90.0,66610.0,740.1111111111111,12000.0,41000.0,25610.0,1.6009371339320575,72.14444444444445,0.0,1.6666666666666667,1.522222222222222,1.5555555555555556,1.855555555555556,1.6777777777777778,1.511111111111111,1.288888888888889,1.2222222222222223,1.6777777777777778,1.7333333333333334,1.9333333333333331,171.0,4.0,90.0,7.5,12.0,66610.0,5550.833333333333,15580.0,11.0,1.0,5.0,1.0,3.0,No
PRV51574,4358.0,1264510.0,290.15832950894907,14200.0,0.0,1264510.0,0.0,72.95433685176687,0.0,1.5947682423129876,1.4050022946305645,1.5715924736117486,1.8425883432767325,1.674391922900413,1.5527765029830198,1.2966957319871502,1.2583754015603488,1.671638366223038,1.690224873795319,1.9130335016062412,2777.0,0.0,4358.0,335.2307692307692,424.0,1264510.0,97270.0,158200.0,8.0,0.0,4.0,10.0,50.0,Yes
PRV51576,63.0,97740.0,1551.428571428571,35000.0,63000.0,34740.0,1.8134715025906736,73.9047619047619,0.0,1.6349206349206349,1.3968253968253967,1.5714285714285714,1.7936507936507935,1.7301587301587302,1.5396825396825398,1.2698412698412698,1.1746031746031746,1.7301587301587302,1.7142857142857142,1.9206349206349207,153.0,3.0,63.0,5.727272727272728,10.0,97740.0,8885.454545454546,35550.0,31.0,3.0,15.0,4.0,17.0,No
PRV51577,1.0,2100.0,2100.0,2100.0,0.0,2100.0,0.0,63.0,0.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,2100.0,2100.0,2100.0,1.0,0.0,0.0,1.0,1.0,No
PRV51578,1476.0,1659870.0,1124.5731707317073,57000.0,1269000.0,390870.0,3.246603730140456,72.59688346883469,0.0,1.5819783197831978,1.4302168021680215,1.6165311653116532,1.8468834688346885,1.68970189701897,1.5819783197831978,1.3306233062330624,1.2655826558265582,1.682249322493225,1.6903794037940378,1.905149051490515,1541.0,45.0,1476.0,113.53846153846152,150.0,1659870.0,127682.30769230767,183950.0,230.0,43.0,136.0,38.0,69.0,Yes
PRV51579,70.0,247410.0,3534.428571428572,57000.0,236000.0,11410.0,20.683610867659947,76.1,0.0,1.6,1.3,1.5,1.8142857142857145,1.6714285714285717,1.457142857142857,1.2,1.1714285714285717,1.6142857142857143,1.7142857142857142,1.9,171.0,10.0,70.0,5.833333333333333,12.0,247410.0,20617.5,59390.0,33.0,9.0,14.0,2.0,14.0,No
PRV51580,3.0,1710.0,570.0,900.0,0.0,1710.0,0.0,74.0,0.0,1.6666666666666667,1.6666666666666667,1.6666666666666667,1.6666666666666667,2.0,1.3333333333333333,1.3333333333333333,1.0,1.6666666666666667,2.0,2.0,9.0,0.0,3.0,1.0,1.0,1710.0,570.0,900.0,2.0,0.0,2.0,1.0,1.0,No
PRV51582,4.0,14370.0,3592.5,12000.0,12000.0,2370.0,5.063291139240507,77.5,0.0,1.25,1.25,1.75,2.0,1.5,1.5,1.0,1.5,1.75,2.0,1.75,14.0,0.0,4.0,1.3333333333333333,2.0,14370.0,4790.0,12000.0,4.0,0.0,2.0,1.0,3.0,No
PRV51583,45.0,32360.0,719.1111111111111,15000.0,15000.0,17360.0,0.8640552995391705,73.6,0.0,1.6222222222222222,1.4222222222222225,1.6222222222222222,1.7777777777777777,1.8666666666666667,1.5555555555555556,1.3111111111111111,1.3777777777777778,1.711111111111111,1.7555555555555555,1.9111111111111112,94.0,0.0,45.0,3.75,7.0,32360.0,2696.6666666666665,18780.0,10.0,0.0,5.0,1.0,3.0,No
PRV51584,79.0,171370.0,2169.240506329114,57000.0,159000.0,12370.0,12.853678253839936,71.92405063291139,0.0,1.6075949367088609,1.379746835443038,1.5949367088607596,1.8987341772151896,1.5822784810126582,1.5822784810126582,1.3670886075949369,1.3670886075949369,1.6329113924050631,1.620253164556962,1.9746835443037976,188.0,8.0,79.0,6.583333333333333,9.0,171370.0,14280.833333333334,58260.0,36.0,9.0,17.0,4.0,16.0,Yes
PRV51585,6.0,77080.0,12846.666666666666,45000.0,77000.0,80.0,962.5,70.83333333333333,0.0,1.5,1.8333333333333333,1.8333333333333333,2.0,1.6666666666666667,1.3333333333333333,1.5,1.3333333333333333,1.6666666666666667,2.0,2.0,37.0,3.0,6.0,1.2,2.0,77080.0,15416.0,45000.0,4.0,2.0,0.0,2.0,3.0,No
PRV51586,8.0,72510.0,9063.75,33000.0,72000.0,510.0,141.1764705882353,69.375,0.0,1.5,1.125,1.625,1.75,1.5,1.625,1.5,1.375,1.75,1.75,1.75,50.0,5.0,8.0,1.3333333333333333,2.0,72510.0,12085.0,33000.0,7.0,5.0,1.0,1.0,4.0,Yes
PRV51587,5.0,1500.0,300.0,1000.0,0.0,1500.0,0.0,65.2,0.0,1.6,1.4,1.4,2.0,1.4,1.4,1.2,1.4,1.2,1.2,2.0,12.0,0.0,5.0,1.0,1.0,1500.0,300.0,1000.0,5.0,0.0,1.0,1.0,2.0,No
PRV51588,10.0,58430.0,5843.0,39000.0,58000.0,430.0,134.88372093023256,65.9,0.0,1.5,1.2,1.6,1.8,1.4,1.8,1.2,1.2,1.7,1.8,1.9,40.0,2.0,10.0,1.6666666666666667,3.0,58430.0,9738.333333333334,39000.0,7.0,2.0,2.0,1.0,3.0,No
PRV51590,84.0,781380.0,9302.142857142857,55000.0,781000.0,380.0,2055.2631578947367,74.55952380952381,0.0,1.4761904761904765,1.369047619047619,1.4404761904761905,1.8452380952380956,1.5833333333333333,1.5238095238095235,1.2023809523809523,1.1666666666666667,1.630952380952381,1.7976190476190477,1.880952380952381,310.0,36.0,84.0,7.0,13.0,781380.0,65115.0,141000.0,4.0,1.0,1.0,1.0,5.0,Yes
PRV51592,3.0,30.0,10.0,30.0,0.0,30.0,0.0,71.0,0.0,1.6666666666666667,1.0,1.3333333333333333,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.0,1.0,1.6666666666666667,2.0,2.0,6.0,0.0,3.0,1.5,2.0,30.0,15.0,30.0,1.0,0.0,0.0,1.0,1.0,No
PRV51593,52.0,149950.0,2883.653846153846,29000.0,139000.0,10950.0,12.69406392694064,73.15384615384616,0.0,1.5576923076923077,1.4230769230769231,1.6153846153846154,1.8461538461538465,1.6153846153846154,1.6538461538461535,1.2307692307692308,1.2692307692307692,1.6730769230769231,1.6153846153846154,1.8461538461538465,147.0,7.0,52.0,4.333333333333333,7.0,149950.0,12495.833333333334,41080.0,35.0,7.0,10.0,3.0,8.0,Yes
PRV51595,23.0,14610.0,635.2173913043479,5000.0,5000.0,9610.0,0.5202913631633714,77.82608695652173,0.0,1.4782608695652173,1.434782608695652,1.7826086956521738,1.826086956521739,1.608695652173913,1.7391304347826086,1.2608695652173914,1.3043478260869563,1.6956521739130437,1.565217391304348,1.9130434782608696,68.0,0.0,23.0,2.090909090909091,3.0,14610.0,1328.1818181818182,5300.0,9.0,0.0,6.0,1.0,4.0,No
PRV51596,50.0,41830.0,836.6,17000.0,32000.0,9830.0,3.2553407934893186,73.06,0.0,1.64,1.5,1.66,1.8,1.76,1.66,1.46,1.36,1.64,1.7,1.9,124.0,1.0,50.0,4.166666666666667,8.0,41830.0,3485.833333333333,17240.0,39.0,2.0,21.0,5.0,9.0,No
PRV51598,414.0,778650.0,1880.7971014492755,57000.0,678000.0,100650.0,6.736214605067064,73.95410628019323,0.0,1.6014492753623188,1.458937198067633,1.5821256038647342,1.821256038647343,1.6908212560386473,1.5942028985507246,1.2560386473429952,1.2367149758454106,1.710144927536232,1.7028985507246377,1.896135265700483,712.0,30.0,414.0,31.846153846153847,44.0,778650.0,59896.15384615384,120540.0,205.0,32.0,72.0,20.0,41.0,No
PRV51599,5.0,16210.0,3242.0,7000.0,16000.0,210.0,76.19047619047619,77.8,0.0,1.4,1.2,1.4,1.8,1.6,1.6,1.2,1.2,1.8,1.8,1.6,29.0,0.0,5.0,1.25,2.0,16210.0,4052.5,13000.0,3.0,0.0,0.0,1.0,3.0,No
PRV51600,105.0,35050.0,333.8095238095238,6000.0,9000.0,26050.0,0.345489443378119,72.4095238095238,0.0,1.561904761904762,1.4190476190476191,1.6285714285714286,1.7904761904761906,1.6857142857142855,1.4190476190476191,1.2,1.276190476190476,1.561904761904762,1.7047619047619047,1.9142857142857144,204.0,1.0,105.0,8.75,13.0,35050.0,2920.833333333333,8410.0,9.0,1.0,7.0,2.0,6.0,No
PRV51601,14.0,3690.0,263.57142857142856,2900.0,0.0,3690.0,0.0,69.21428571428571,0.0,1.5714285714285714,1.3571428571428572,1.7857142857142858,1.8571428571428568,1.8571428571428568,1.5714285714285714,1.4285714285714286,1.2142857142857142,1.7142857142857142,1.6428571428571428,2.0,38.0,0.0,14.0,1.75,3.0,3690.0,461.25,2960.0,6.0,0.0,4.0,1.0,3.0,No
PRV51602,37.0,77440.0,2092.972972972973,11000.0,72000.0,5440.0,13.235294117647058,75.70270270270271,0.0,1.4594594594594594,1.2432432432432432,1.5405405405405406,1.7837837837837838,1.5945945945945943,1.4594594594594594,1.162162162162162,1.108108108108108,1.7297297297297298,1.4594594594594594,1.864864864864865,125.0,6.0,37.0,3.083333333333333,5.0,77440.0,6453.333333333333,15400.0,18.0,7.0,5.0,6.0,15.0,No
PRV51604,323.0,696810.0,2157.3065015479874,57000.0,617000.0,79810.0,7.730860794386668,73.17027863777089,0.0,1.6656346749226003,1.4024767801857585,1.6130030959752322,1.8606811145510835,1.6996904024767805,1.5727554179566563,1.303405572755418,1.238390092879257,1.6873065015479876,1.6996904024767805,1.8823529411764703,576.0,26.0,323.0,24.846153846153847,36.0,696810.0,53600.769230769234,150990.0,3.0,1.0,0.0,2.0,6.0,Yes
PRV51605,72.0,46990.0,652.6388888888889,11000.0,27000.0,19990.0,1.3506753376688343,73.63888888888889,0.0,1.6666666666666667,1.3611111111111112,1.6388888888888888,1.9444444444444444,1.7361111111111112,1.5416666666666667,1.3055555555555556,1.3055555555555556,1.75,1.75,1.9166666666666667,141.0,4.0,72.0,6.0,11.0,46990.0,3915.8333333333335,14860.0,6.0,3.0,2.0,1.0,4.0,No
PRV51606,44.0,65670.0,1492.5,13000.0,57000.0,8670.0,6.57439446366782,73.56818181818181,0.0,1.681818181818182,1.4090909090909092,1.568181818181818,1.7954545454545454,1.6590909090909092,1.431818181818182,1.2727272727272727,1.2045454545454546,1.568181818181818,1.8636363636363635,1.8863636363636365,128.0,5.0,44.0,3.6666666666666665,5.0,65670.0,5472.5,15150.0,23.0,4.0,9.0,4.0,6.0,No
PRV51607,14.0,15350.0,1096.428571428571,14000.0,14000.0,1350.0,10.37037037037037,73.0,0.0,1.5,1.3571428571428572,1.6428571428571428,1.8571428571428568,1.7142857142857142,1.3571428571428572,1.2142857142857142,1.2142857142857142,1.6428571428571428,1.5,1.9285714285714288,30.0,1.0,14.0,1.75,3.0,15350.0,1918.75,14100.0,5.0,1.0,2.0,1.0,3.0,No
PRV51608,36.0,78050.0,2168.055555555556,16000.0,71000.0,7050.0,10.070921985815604,71.77777777777777,0.0,1.6944444444444444,1.4166666666666667,1.5,1.75,1.6111111111111112,1.5,1.3888888888888888,1.3055555555555556,1.7222222222222223,1.7222222222222223,1.7777777777777777,94.0,5.0,36.0,3.272727272727273,9.0,78050.0,7095.454545454545,22200.0,23.0,5.0,9.0,1.0,10.0,No
PRV51609,73.0,110720.0,1516.7123287671234,18000.0,102000.0,8720.0,11.69724770642202,74.35616438356165,0.0,1.6027397260273972,1.356164383561644,1.5890410958904109,1.8356164383561644,1.6575342465753424,1.547945205479452,1.2328767123287672,1.2054794520547945,1.6575342465753424,1.643835616438356,1.8904109589041096,186.0,8.0,73.0,5.615384615384615,9.0,110720.0,8516.923076923076,22580.0,45.0,7.0,18.0,13.0,23.0,No
PRV51610,6.0,43150.0,7191.666666666667,25000.0,43000.0,150.0,286.6666666666667,75.33333333333333,0.0,1.5,1.1666666666666667,1.6666666666666667,1.8333333333333333,1.5,1.1666666666666667,1.3333333333333333,1.3333333333333333,1.8333333333333333,1.5,2.0,32.0,2.0,6.0,1.2,2.0,43150.0,8630.0,40000.0,6.0,2.0,2.0,1.0,2.0,No
PRV51611,7.0,2770.0,395.7142857142857,2300.0,0.0,2770.0,0.0,70.0,0.0,2.0,1.2857142857142858,1.8571428571428568,2.0,2.0,1.7142857142857142,1.4285714285714286,1.1428571428571428,1.8571428571428568,1.8571428571428568,2.0,12.0,0.0,7.0,1.4,2.0,2770.0,554.0,2320.0,2.0,0.0,2.0,1.0,4.0,No
PRV51612,13.0,66770.0,5136.153846153846,19000.0,66000.0,770.0,85.71428571428571,75.61538461538461,0.0,1.7692307692307692,1.1538461538461535,1.7692307692307692,1.7692307692307692,1.5384615384615383,1.6153846153846154,1.3076923076923077,1.3846153846153846,1.6153846153846154,1.7692307692307692,2.0,50.0,5.0,13.0,1.3,2.0,66770.0,6677.0,19100.0,8.0,4.0,3.0,1.0,3.0,No
PRV51613,21.0,20450.0,973.809523809524,9000.0,18000.0,2450.0,7.346938775510204,69.42857142857143,0.0,1.380952380952381,1.3333333333333333,1.619047619047619,1.761904761904762,1.7142857142857142,1.4761904761904765,1.3333333333333333,1.1428571428571428,1.761904761904762,1.7142857142857142,1.9047619047619049,57.0,2.0,21.0,2.625,4.0,20450.0,2556.25,10780.0,15.0,2.0,7.0,2.0,6.0,No
PRV51614,267.0,1472050.0,5513.295880149813,85000.0,1446000.0,26050.0,55.50863723608445,73.37827715355806,0.0,1.591760299625468,1.3632958801498127,1.4943820224719102,1.820224719101124,1.6591760299625469,1.591760299625468,1.2584269662921348,1.2359550561797752,1.670411985018727,1.670411985018727,1.857677902621723,586.0,59.0,267.0,20.53846153846154,32.0,1472050.0,113234.6153846154,219890.0,67.0,1.0,31.0,6.0,14.0,Yes
PRV51616,24.0,4920.0,205.0,1800.0,0.0,4920.0,0.0,71.0,0.0,1.4166666666666667,1.375,1.5833333333333333,1.75,1.7083333333333333,1.5416666666666667,1.4166666666666667,1.0416666666666667,1.7916666666666667,1.625,1.8333333333333333,47.0,0.0,24.0,2.4,6.0,4920.0,492.0,1910.0,22.0,0.0,7.0,5.0,9.0,No
PRV51617,22.0,111270.0,5057.727272727273,31000.0,109000.0,2270.0,48.01762114537445,80.0,0.0,1.5909090909090908,1.4545454545454546,1.6363636363636365,1.8636363636363635,1.5454545454545454,1.5,1.2272727272727273,1.2272727272727273,1.7727272727272727,1.818181818181818,1.8636363636363635,82.0,4.0,22.0,2.0,3.0,111270.0,10115.454545454546,33500.0,10.0,2.0,4.0,2.0,8.0,No
PRV51618,1.0,2000.0,2000.0,2000.0,2000.0,0.0,2000.0,66.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,9.0,1.0,1.0,1.0,1.0,2000.0,2000.0,2000.0,1.0,1.0,0.0,1.0,1.0,No
PRV51619,19.0,78150.0,4113.1578947368425,37000.0,75000.0,3150.0,23.80952380952381,77.15789473684211,0.0,1.5263157894736843,1.3157894736842106,1.4736842105263157,1.894736842105263,1.4736842105263157,1.5263157894736843,1.2105263157894737,1.105263157894737,1.5263157894736843,1.736842105263158,1.736842105263158,65.0,3.0,19.0,2.111111111111111,4.0,78150.0,8683.333333333334,37630.0,9.0,3.0,3.0,2.0,7.0,No
PRV51620,8.0,21190.0,2648.75,9000.0,20000.0,1190.0,16.80672268907563,75.375,0.0,1.375,1.5,1.5,1.75,1.625,1.625,1.125,1.125,1.625,1.625,1.875,37.0,3.0,8.0,1.6,4.0,21190.0,4238.0,15200.0,4.0,3.0,1.0,1.0,2.0,No
PRV51621,9.0,530.0,58.888888888888886,200.0,0.0,530.0,0.0,70.77777777777777,0.0,1.8888888888888888,1.3333333333333333,1.7777777777777777,2.0,1.6666666666666667,1.6666666666666667,1.4444444444444444,1.1111111111111112,1.3333333333333333,1.6666666666666667,2.0,18.0,0.0,9.0,1.8,3.0,530.0,106.0,300.0,5.0,0.0,1.0,1.0,4.0,No
PRV51622,103.0,101690.0,987.2815533980582,13000.0,53000.0,48690.0,1.088519203121791,69.8252427184466,0.0,1.5533980582524272,1.4466019417475728,1.6019417475728157,1.864077669902913,1.6601941747572817,1.5922330097087378,1.2621359223300972,1.194174757281553,1.7475728155339805,1.6796116504854368,1.8446601941747571,212.0,5.0,103.0,8.583333333333334,12.0,101690.0,8474.166666666666,28320.0,40.0,7.0,17.0,3.0,13.0,No
PRV51623,21.0,56350.0,2683.333333333333,19000.0,53000.0,3350.0,15.82089552238806,70.04761904761905,0.0,1.619047619047619,1.2857142857142858,1.619047619047619,1.809523809523809,1.5238095238095235,1.6666666666666667,1.1428571428571428,1.1428571428571428,1.809523809523809,1.5714285714285714,1.7142857142857142,78.0,4.0,21.0,1.9090909090909087,4.0,56350.0,5122.727272727273,19600.0,15.0,4.0,5.0,2.0,9.0,No
PRV51624,5.0,320.0,64.0,100.0,0.0,320.0,0.0,65.6,0.0,1.8,1.6,1.8,2.0,1.8,1.2,1.2,1.4,1.6,1.6,1.8,14.0,0.0,5.0,1.25,2.0,320.0,80.0,140.0,3.0,0.0,3.0,1.0,2.0,No
PRV51625,7.0,19420.0,2774.285714285714,5000.0,19000.0,420.0,45.23809523809524,75.28571428571429,0.0,1.2857142857142858,1.4285714285714286,1.7142857142857142,1.8571428571428568,1.7142857142857142,1.4285714285714286,1.4285714285714286,1.1428571428571428,1.7142857142857142,1.8571428571428568,1.8571428571428568,35.0,1.0,7.0,1.4,2.0,19420.0,3884.0,9000.0,6.0,2.0,0.0,1.0,4.0,No
PRV51626,9.0,36920.0,4102.222222222223,35000.0,35000.0,1920.0,18.229166666666668,77.66666666666667,0.0,1.4444444444444444,1.5555555555555556,1.7777777777777777,2.0,2.0,1.6666666666666667,1.3333333333333333,1.3333333333333333,1.6666666666666667,2.0,2.0,22.0,1.0,9.0,1.5,3.0,36920.0,6153.333333333333,35000.0,8.0,1.0,3.0,1.0,2.0,No
PRV51627,26.0,44860.0,1725.3846153846157,26000.0,39000.0,5860.0,6.655290102389079,74.88461538461539,0.0,1.5384615384615383,1.5384615384615383,1.6538461538461535,1.807692307692308,1.6538461538461535,1.5769230769230769,1.4230769230769231,1.3076923076923077,1.807692307692308,1.7307692307692308,1.807692307692308,75.0,3.0,26.0,2.6,4.0,44860.0,4486.0,26260.0,7.0,3.0,3.0,1.0,4.0,No
PRV51628,6.0,13320.0,2220.0,8000.0,13000.0,320.0,40.625,77.16666666666667,0.0,1.6666666666666667,1.0,1.3333333333333333,1.8333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.1666666666666667,1.8333333333333333,1.5,1.5,18.0,2.0,6.0,1.2,2.0,13320.0,2664.0,8000.0,5.0,1.0,3.0,1.0,2.0,No
PRV51629,22.0,213000.0,9681.818181818182,36000.0,213000.0,0.0,213000.0,76.63636363636364,0.0,1.5454545454545454,1.3636363636363635,1.3636363636363635,1.9545454545454544,1.318181818181818,1.6363636363636365,1.2272727272727273,1.2272727272727273,1.6363636363636365,1.7727272727272727,1.8636363636363635,125.0,13.0,22.0,2.2,5.0,213000.0,21300.0,42000.0,10.0,5.0,0.0,2.0,3.0,No
PRV51630,5.0,1860.0,372.0,1700.0,0.0,1860.0,0.0,76.2,0.0,1.8,1.0,1.4,2.0,2.0,1.4,1.2,1.2,1.6,1.8,2.0,17.0,1.0,5.0,1.25,2.0,1860.0,465.0,1750.0,4.0,1.0,1.0,1.0,3.0,No
PRV51631,6.0,1500.0,250.0,800.0,0.0,1500.0,0.0,83.16666666666667,0.0,1.6666666666666667,1.5,2.0,1.8333333333333333,1.8333333333333333,1.6666666666666667,1.6666666666666667,1.3333333333333333,1.6666666666666667,1.6666666666666667,2.0,14.0,0.0,6.0,1.0,1.0,1500.0,250.0,800.0,4.0,0.0,3.0,1.0,1.0,No
PRV51632,25.0,26840.0,1073.6,8000.0,19000.0,7840.0,2.423469387755102,75.04,0.0,1.6,1.52,1.64,1.92,1.6,1.76,1.2,1.36,1.68,1.8,1.88,77.0,1.0,25.0,2.272727272727273,5.0,26840.0,2440.0,10410.0,10.0,1.0,5.0,1.0,5.0,No
PRV51634,117.0,71020.0,607.008547008547,12000.0,21000.0,50020.0,0.4198320671731307,73.05982905982906,0.0,1.5726495726495726,1.4017094017094016,1.5811965811965811,1.9059829059829057,1.6923076923076923,1.5982905982905984,1.2564102564102564,1.205128205128205,1.6752136752136753,1.6837606837606838,1.9230769230769231,219.0,4.0,117.0,9.75,15.0,71020.0,5918.333333333333,31900.0,30.0,4.0,18.0,2.0,7.0,No
PRV51635,29.0,28120.0,969.6551724137933,24000.0,24000.0,4120.0,5.825242718446602,70.10344827586206,0.0,1.5862068965517242,1.4482758620689655,1.6896551724137931,1.9310344827586208,1.7586206896551724,1.6896551724137931,1.1724137931034482,1.206896551724138,1.5172413793103448,1.793103448275862,1.896551724137931,59.0,1.0,29.0,2.9,5.0,28120.0,2812.0,24210.0,23.0,1.0,6.0,2.0,7.0,No
PRV51636,309.0,176110.0,569.9352750809062,54000.0,73000.0,103110.0,0.7079817670449035,72.54368932038835,0.0,1.6472491909385114,1.3656957928802589,1.5760517799352751,1.854368932038835,1.6796116504854368,1.4627831715210355,1.3042071197411005,1.2168284789644013,1.6731391585760518,1.627831715210356,1.9546925566343043,462.0,2.0,309.0,23.76923076923077,29.0,176110.0,13546.923076923076,59610.0,9.0,2.0,5.0,1.0,7.0,No
PRV51637,33.0,43360.0,1313.939393939394,19000.0,38000.0,5360.0,7.08955223880597,77.15151515151516,0.0,1.4545454545454546,1.5454545454545454,1.696969696969697,1.878787878787879,1.696969696969697,1.6363636363636365,1.303030303030303,1.303030303030303,1.7272727272727273,1.606060606060606,1.878787878787879,82.0,4.0,33.0,3.0,5.0,43360.0,3941.818181818182,19020.0,19.0,4.0,10.0,2.0,8.0,No
PRV51638,4.0,20490.0,5122.5,11000.0,18000.0,2490.0,7.228915662650603,63.0,0.0,2.0,1.25,1.75,1.5,1.5,1.75,1.0,1.0,1.75,1.75,2.0,18.0,1.0,4.0,1.0,1.0,20490.0,5122.5,11000.0,4.0,1.0,0.0,1.0,3.0,No
PRV51639,28.0,112510.0,4018.214285714286,39000.0,108000.0,4510.0,23.94678492239468,74.25,0.0,1.4642857142857142,1.3214285714285714,1.5,1.75,1.5714285714285714,1.4642857142857142,1.0357142857142858,1.2142857142857142,1.6428571428571428,1.6071428571428572,1.8571428571428568,109.0,6.0,28.0,2.8,6.0,112510.0,11251.0,50020.0,23.0,5.0,5.0,3.0,10.0,No
PRV51640,7.0,17490.0,2498.5714285714284,7000.0,16000.0,1490.0,10.738255033557047,74.42857142857143,0.0,1.7142857142857142,1.5714285714285714,1.7142857142857142,2.0,1.5714285714285714,1.5714285714285714,1.2857142857142858,1.2857142857142858,1.7142857142857142,1.5714285714285714,1.8571428571428568,29.0,0.0,7.0,1.1666666666666667,2.0,17490.0,2915.0,7800.0,6.0,0.0,1.0,1.0,4.0,No
PRV51641,14.0,1700.0,121.42857142857144,400.0,0.0,1700.0,0.0,78.64285714285714,0.0,1.5,1.2142857142857142,1.5714285714285714,1.8571428571428568,1.5,1.5714285714285714,1.2142857142857142,1.0714285714285714,1.6428571428571428,1.4285714285714286,1.9285714285714288,35.0,0.0,14.0,1.5555555555555556,2.0,1700.0,188.88888888888889,800.0,7.0,0.0,4.0,1.0,3.0,No
PRV51642,29.0,10460.0,360.6896551724138,5000.0,5000.0,5460.0,0.9157509157509156,74.48275862068965,0.0,1.4482758620689655,1.6896551724137931,1.7586206896551724,1.7586206896551724,1.793103448275862,1.6896551724137931,1.3793103448275863,1.2758620689655171,1.6206896551724137,1.5517241379310345,1.9655172413793105,57.0,1.0,29.0,2.4166666666666665,5.0,10460.0,871.6666666666666,5000.0,16.0,1.0,6.0,1.0,3.0,No
PRV51644,23.0,16430.0,714.3478260869565,7000.0,7000.0,9430.0,0.7423117709437964,71.95652173913044,0.0,1.6956521739130437,1.434782608695652,1.565217391304348,1.8695652173913044,1.6521739130434785,1.434782608695652,1.391304347826087,1.391304347826087,1.6956521739130437,1.826086956521739,2.0,54.0,1.0,23.0,2.090909090909091,3.0,16430.0,1493.6363636363635,7110.0,9.0,1.0,7.0,1.0,5.0,No
PRV51645,5.0,280.0,56.0,100.0,0.0,280.0,0.0,71.0,0.0,1.6,1.4,1.6,1.6,1.6,1.8,1.2,1.2,1.8,1.6,1.8,13.0,0.0,5.0,1.0,1.0,280.0,56.0,100.0,5.0,0.0,2.0,1.0,3.0,No
PRV51647,12.0,44940.0,3745.0,17000.0,43700.0,1240.0,35.24193548387097,76.58333333333333,0.0,1.75,1.3333333333333333,1.3333333333333333,1.75,1.4166666666666667,1.5833333333333333,1.0833333333333333,1.1666666666666667,1.75,1.8333333333333333,1.9166666666666667,56.0,4.0,12.0,1.2,2.0,44940.0,4494.0,17000.0,6.0,3.0,3.0,1.0,3.0,No
PRV51650,24.0,13290.0,553.75,2700.0,0.0,13290.0,0.0,67.54166666666667,0.0,1.625,1.625,1.75,1.9583333333333333,1.875,1.5833333333333333,1.5416666666666667,1.4166666666666667,1.625,1.7083333333333333,1.875,47.0,0.0,24.0,2.1818181818181817,4.0,13290.0,1208.1818181818182,4270.0,2.0,0.0,2.0,1.0,4.0,No
PRV51652,64.0,17600.0,275.0,3000.0,0.0,17600.0,0.0,72.328125,0.0,1.640625,1.359375,1.5625,1.859375,1.640625,1.46875,1.265625,1.15625,1.578125,1.53125,1.9375,134.0,0.0,64.0,4.923076923076923,10.0,17600.0,1353.8461538461538,5830.0,2.0,0.0,1.0,1.0,1.0,No
PRV51653,23.0,8230.0,357.8260869565217,3300.0,0.0,8230.0,0.0,74.69565217391305,0.0,1.6521739130434785,1.434782608695652,1.6521739130434785,1.9130434782608696,1.608695652173913,1.565217391304348,1.3478260869565215,1.2608695652173914,1.7391304347826086,1.565217391304348,1.8695652173913044,39.0,0.0,23.0,2.3,6.0,8230.0,823.0,4080.0,2.0,0.0,2.0,1.0,1.0,No
